"SHIPPING_QUOTE_ID","CART_ID","CUSTOMER_ID","DELIVERY_STREET_ADDRESS","DELIVERY_CITY","DELIVERY_COMPANY","DELIVERY_FIRST_NAME","DELIVERY_LAST_NAME","DELIVERY_POSTCODE","DELIVERY_STATE","DELIVERY_TELEPHONE","SHIPPING_NUMBER_DAYS","FREE_SHIPPING","QUOTE_HANDLING","MODULE","OPTION_CODE","OPTION_DELIVERY_DATE","OPTION_NAME","OPTION_SHIPPING_DATE","ORDER_ID","QUOTE_PRICE","QUOTE_DATE","DELIVERY_COUNTRY_ID","DELIVERY_ZONE_ID"
"120","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:03:56","NULL","0.00","2018-01-07 22:03:56","13","8"
"121","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:08:05","NULL","0.00","2018-01-07 22:08:05","13","8"
"122","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:10:08","NULL","0.00","2018-01-07 22:10:08","13","8"
"123","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:11:26","NULL","0.00","2018-01-07 22:11:26","13","8"
"124","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:12:38","NULL","0.00","2018-01-07 22:12:38","13","8"
"125","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:13:08","NULL","0.00","2018-01-07 22:13:08","13","8"
"126","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:15:01","NULL","0.00","2018-01-07 22:15:01","13","8"
"127","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:15:46","NULL","0.00","2018-01-07 22:15:46","13","8"
"128","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:19:46","NULL","0.00","2018-01-07 22:19:46","13","8"
"129","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:21:26","NULL","0.00","2018-01-07 22:21:26","13","8"
"130","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:22:23","NULL","0.00","2018-01-07 22:22:23","13","8"
"131","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:22:32","NULL","0.00","2018-01-07 22:22:32","13","8"
"132","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:23:11","NULL","0.00","2018-01-07 22:23:11","13","8"
"133","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:23:26","NULL","0.00","2018-01-07 22:23:26","13","8"
"134","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-07 22:23:42","NULL","0.00","2018-01-07 22:23:42","13","8"
"150","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:04:51","NULL","0.00","2018-01-08 20:04:51","13","8"
"151","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:21:16","NULL","0.00","2018-01-08 20:21:16","13","8"
"152","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:29:11","NULL","0.00","2018-01-08 20:29:11","13","8"
"153","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:29:29","NULL","0.00","2018-01-08 20:29:29","13","8"
"154","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:37:58","NULL","0.00","2018-01-08 20:37:58","13","8"
"155","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:42:59","NULL","0.00","2018-01-08 20:42:59","13","8"
"156","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:53:17","NULL","0.00","2018-01-08 20:53:17","13","8"
"157","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:53:31","NULL","0.00","2018-01-08 20:53:31","13","8"
"158","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:53:40","NULL","0.00","2018-01-08 20:53:40","13","8"
"159","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:55:28","NULL","0.00","2018-01-08 20:55:28","13","8"
"160","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:57:06","NULL","0.00","2018-01-08 20:57:06","13","8"
"161","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:57:39","NULL","0.00","2018-01-08 20:57:39","13","8"
"162","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 20:57:51","NULL","0.00","2018-01-08 20:57:51","13","8"
"163","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:39:40","NULL","0.00","2018-01-08 21:39:40","13","8"
"164","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:39:43","NULL","0.00","2018-01-08 21:39:43","13","8"
"165","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:40:21","NULL","0.00","2018-01-08 21:40:21","13","8"
"166","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:40:39","NULL","0.00","2018-01-08 21:40:39","13","8"
"167","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:42:26","NULL","0.00","2018-01-08 21:42:26","13","8"
"168","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:42:28","NULL","0.00","2018-01-08 21:42:28","13","8"
"169","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:42:54","NULL","0.00","2018-01-08 21:42:54","13","8"
"170","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:43:25","NULL","0.00","2018-01-08 21:43:25","13","8"
"171","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:43:31","NULL","0.00","2018-01-08 21:43:31","13","8"
"172","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:43:34","NULL","0.00","2018-01-08 21:43:34","13","8"
"173","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:43:44","NULL","0.00","2018-01-08 21:43:44","13","8"
"174","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:56:59","NULL","0.00","2018-01-08 21:56:59","13","8"
"175","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:57:02","NULL","0.00","2018-01-08 21:57:02","13","8"
"176","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 21:58:54","NULL","19.99","2018-01-08 21:58:54","13","8"
"177","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 21:58:54","NULL","19.99","2018-01-08 21:58:54","13","8"
"178","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:58:54","NULL","0.00","2018-01-08 21:58:54","13","8"
"179","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 21:58:54","NULL","0.00","2018-01-08 21:58:54","13","8"
"180","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:01:10","NULL","0.00","2018-01-08 22:01:10","13","8"
"181","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 22:01:17","NULL","19.99","2018-01-08 22:01:17","13","8"
"182","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:01:17","NULL","0.00","2018-01-08 22:01:17","13","8"
"183","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 22:01:17","NULL","19.99","2018-01-08 22:01:17","13","8"
"184","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:01:17","NULL","0.00","2018-01-08 22:01:17","13","8"
"185","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:04:02","NULL","0.00","2018-01-08 22:04:02","13","8"
"186","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:04:04","NULL","0.00","2018-01-08 22:04:04","13","8"
"187","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 22:06:33","NULL","19.99","2018-01-08 22:06:33","13","8"
"188","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 22:06:33","NULL","19.99","2018-01-08 22:06:33","13","8"
"189","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:06:33","NULL","0.00","2018-01-08 22:06:33","13","8"
"190","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:06:33","NULL","0.00","2018-01-08 22:06:33","13","8"
"191","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:08:59","NULL","0.00","2018-01-08 22:08:59","13","8"
"192","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 22:09:04","NULL","19.99","2018-01-08 22:09:04","13","8"
"193","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 22:09:04","NULL","19.99","2018-01-08 22:09:04","13","8"
"194","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:09:04","NULL","0.00","2018-01-08 22:09:04","13","8"
"195","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:09:04","NULL","0.00","2018-01-08 22:09:04","13","8"
"196","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 22:09:36","NULL","19.99","2018-01-08 22:09:36","13","8"
"197","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:09:36","NULL","0.00","2018-01-08 22:09:36","13","8"
"198","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:10:14","NULL","0.00","2018-01-08 22:10:14","13","8"
"199","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 22:10:23","NULL","19.99","2018-01-08 22:10:23","13","8"
"200","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:10:23","NULL","0.00","2018-01-08 22:10:23","13","8"
"201","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-08 22:10:23","NULL","19.99","2018-01-08 22:10:23","13","8"
"202","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-08 22:10:23","NULL","0.00","2018-01-08 22:10:23","13","8"
"250","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 19:45:03","NULL","0.00","2018-01-09 19:45:03","13","8"
"251","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-09 19:45:18","NULL","19.99","2018-01-09 19:45:18","13","8"
"252","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-09 19:45:18","NULL","19.99","2018-01-09 19:45:18","13","8"
"253","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 19:45:18","NULL","0.00","2018-01-09 19:45:18","13","8"
"254","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 19:45:18","NULL","0.00","2018-01-09 19:45:18","13","8"
"255","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 19:46:50","NULL","0.00","2018-01-09 19:46:50","13","8"
"256","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 20:15:57","NULL","0.00","2018-01-09 20:15:57","13","8"
"257","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-09 20:16:04","NULL","19.99","2018-01-09 20:16:04","13","8"
"258","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-09 20:16:04","NULL","19.99","2018-01-09 20:16:04","13","8"
"259","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 20:16:04","NULL","0.00","2018-01-09 20:16:04","13","8"
"260","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 20:16:04","NULL","0.00","2018-01-09 20:16:04","13","8"
"261","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 20:26:45","NULL","0.00","2018-01-09 20:26:45","13","8"
"262","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 20:27:37","NULL","0.00","2018-01-09 20:27:37","13","8"
"263","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 20:28:19","NULL","0.00","2018-01-09 20:28:19","13","8"
"264","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 21:13:40","NULL","0.00","2018-01-09 21:13:40","13","8"
"265","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 21:15:03","NULL","0.00","2018-01-09 21:15:03","13","8"
"266","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 21:19:15","NULL","0.00","2018-01-09 21:19:15","13","8"
"267","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 21:22:32","NULL","0.00","2018-01-09 21:22:32","13","8"
"268","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 21:27:58","NULL","0.00","2018-01-09 21:27:58","13","8"
"269","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 21:28:11","NULL","0.00","2018-01-09 21:28:11","13","8"
"270","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 21:29:11","NULL","0.00","2018-01-09 21:29:11","13","8"
"300","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 21:39:52","NULL","0.00","2018-01-09 21:39:52","13","8"
"301","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-09 21:40:03","NULL","19.99","2018-01-09 21:40:03","13","8"
"302","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","weightBased","CUSTOM_WEIGHT","NULL","Canada","2018-01-09 21:40:03","NULL","19.99","2018-01-09 21:40:03","13","8"
"303","1","NULL","358 rue du Languedoc","Boucherville","NULL","NULL","NULL","J4B 8J9","NULL","NULL","NULL","false","NULL","storePickUp","storePickUp","NULL","NULL","2018-01-09 21:40:03","NULL","0.00","2018-01-09 21:40:03","13","8"
